"species","Spnvisits","P90","prop_abs","Taxa","Taxa_Root"
"BOMBUS distinguendus",586,45.2,0.990983783118442,"Bees","Bees"
"ANDRENA pilipes s.l.",170,8.6,0.99738437394221,"Bees","Bees"
"STELIS phaeoptera",31,3.6,0.999523032895344,"Bees","Bees"
"NOMADA argentata",49,3.8,0.999246084253931,"Bees","Bees"
"OSMIA parietina",53,7,0.999184540111395,"Bees","Bees"
"LASIOGLOSSUM sexnotatum",4,1.8,0.999938455857464,"Bees","Bees"
"NOMADA guttulata",19,2,0.999707665322953,"Bees","Bees"
"ANDRENA simillima",40,4,0.999384558574638,"Bees","Bees"
"OSMIA pilicornis",100,7.1,0.998461396436594,"Bees","Bees"
"MELITTA dimidiata",108,9,0.998338308151522,"Bees","Bees"
"LASIOGLOSSUM semilucens",50,3.7,0.999230698218297,"Bees","Bees"
"OSMIA uncinata",28,4,0.999569191002246,"Bees","Bees"
"SPHECODES scabricollis",74,5.2,0.99886143336308,"Bees","Bees"
"ANDRENA gravida",9,2,0.999861525679293,"Bees","Bees"
"STELIS breviuscula",80,8,0.998769117149275,"Bees","Bees"
"BOMBUS subterraneus",45,11.2,0.999307628396467,"Bees","Bees"
"NOMADA errans",2,1,0.999969227928732,"Bees","Bees"
"BOMBUS cryptarum",52,9.2,0.999199926147029,"Bees","Bees"
"OSMIA xanthomelana",9,3,0.999861525679293,"Bees","Bees"
"ANDRENA lathyri",6,2.8,0.999907683786196,"Bees","Bees"
"OSMIA inermis",7,1.5,0.999892297750562,"Bees","Bees"
"NOMADA armata",51,9.4,0.999215312182663,"Bees","Bees"
"DUFOUREA minuta",1,1,0.999984613964366,"Bees","Bees"
"HYLAEUS annularis",67,6,0.998969135612518,"Bees","Bees"
"ANDRENA vaga",8,3.8,0.999876911714928,"Bees","Bees"
"LASIOGLOSSUM sexstrigatum",2,2,0.999969227928732,"Bees","Bees"
"HYLAEUS spilotus",1,1,0.999984613964366,"Bees","Bees"
"ANDRENA rosae",0,0,1,"Bees","Bees"
"Bombus lucorum s.s.",1,1,0.999984613964366,"Bees","Bees"
"EUCERA nigrescens",1,1,0.999984613964366,"Bees","Bees"
"Bry_1078",1533,69.5,0.967630912162162,"Bryophytes","Bryophytes"
"Bry_87",357,17,0.992461993243243,"Bryophytes","Bryophytes"
"Bry_89",4845,229.5,0.89769847972973,"Bryophytes","Bryophytes"
"Bry_19",6704,311,0.858445945945946,"Bryophytes","Bryophytes"
"Bry_274",5757,248,0.878441722972973,"Bryophytes","Bryophytes"
"Bry_863",606,33.8,0.987204391891892,"Bryophytes","Bryophytes"
"Bry_523",1127,54.4,0.976203547297297,"Bryophytes","Bryophytes"
"Bry_62",5477,261,0.884353885135135,"Bryophytes","Bryophytes"
"Bry_1056",7680,300,0.837837837837838,"Bryophytes","Bryophytes"
"Bry_578",2526,109,0.946663851351351,"Bryophytes","Bryophytes"
"Bry_592",4014,180.5,0.915244932432432,"Bryophytes","Bryophytes"
"Bry_163",3226,161.5,0.931883445945946,"Bryophytes","Bryophytes"
"Bry_613",435,15.6,0.990815033783784,"Bryophytes","Bryophytes"
"Bry_1052",5091,281,0.892504222972973,"Bryophytes","Bryophytes"
"Bry_161",1225,54.5,0.974134290540541,"Bryophytes","Bryophytes"
"Bry_421",1840,155.6,0.961148648648649,"Bryophytes","Bryophytes"
"Bry_485",3158,123,0.933319256756757,"Bryophytes","Bryophytes"
"Bry_395",6715,291.5,0.858213682432432,"Bryophytes","Bryophytes"
"Bry_534",2663,107,0.943771114864865,"Bryophytes","Bryophytes"
"Bry_691",178,14,0.996241554054054,"Bryophytes","Bryophytes"
"Bry_681",101,7.8,0.997867398648649,"Bryophytes","Bryophytes"
"Bry_689",115,10,0.997571790540541,"Bryophytes","Bryophytes"
"Bry_702",508,22.9,0.989273648648649,"Bryophytes","Bryophytes"
"Bry_701",245,13.2,0.994826858108108,"Bryophytes","Bryophytes"
"Bry_705",1536,79,0.967567567567568,"Bryophytes","Bryophytes"
"Bry_695",714,32,0.984923986486486,"Bryophytes","Bryophytes"
"Bry_706",2502,111.5,0.947170608108108,"Bryophytes","Bryophytes"
"Bry_707",1449,56.5,0.969404560810811,"Bryophytes","Bryophytes"
"Bry_704",262,14,0.994467905405405,"Bryophytes","Bryophytes"
"Bry_714",2552,106.5,0.946114864864865,"Bryophytes","Bryophytes"
"Bry_720",76,5.60000000000001,0.99839527027027,"Bryophytes","Bryophytes"
"Bry_719",22,4.59999999999999,0.999535472972973,"Bryophytes","Bryophytes"
"Bry_986",2008,85.5,0.957601351351351,"Bryophytes","Bryophytes"
"Bry_742",818,61,0.982728040540541,"Bryophytes","Bryophytes"
"Bry_747",3166,131.5,0.933150337837838,"Bryophytes","Bryophytes"
"Bry_732",816,38.5,0.98277027027027,"Bryophytes","Bryophytes"
"Bry_751",173,15.7,0.996347128378378,"Bryophytes","Bryophytes"
"Bry_764",5134,290.5,0.891596283783784,"Bryophytes","Bryophytes"
"Bry_768",1817,78,0.961634290540541,"Bryophytes","Bryophytes"
"Bry_766",224,13,0.99527027027027,"Bryophytes","Bryophytes"
"Bry_762",352,17.7,0.992567567567568,"Bryophytes","Bryophytes"
"Bry_777",138,8.2,0.997086148648649,"Bryophytes","Bryophytes"
"Bry_779",222,16,0.9953125,"Bryophytes","Bryophytes"
"Bry_776",92,7,0.998057432432432,"Bryophytes","Bryophytes"
"Bry_797",742,27,0.98433277027027,"Bryophytes","Bryophytes"
"Bry_806",126,8,0.997339527027027,"Bryophytes","Bryophytes"
"Bry_801",696,35.2,0.985304054054054,"Bryophytes","Bryophytes"
"Bry_774",78,5,0.998353040540541,"Bryophytes","Bryophytes"
"Bry_796",570,25.6,0.987964527027027,"Bryophytes","Bryophytes"
"Bry_791",167,10,0.996473817567568,"Bryophytes","Bryophytes"
"Bry_804",1662,65.5,0.964907094594595,"Bryophytes","Bryophytes"
"Bry_807",2115,85,0.955342060810811,"Bryophytes","Bryophytes"
"Bry_803",490,23.8,0.989653716216216,"Bryophytes","Bryophytes"
"Bry_805",111,7.8,0.99765625,"Bryophytes","Bryophytes"
"Bry_816",129,6,0.997276182432432,"Bryophytes","Bryophytes"
"Bry_822",55,4.8,0.998838682432432,"Bryophytes","Bryophytes"
"Bry_814",4503,194.5,0.904919763513514,"Bryophytes","Bryophytes"
"Bry_824",1619,68,0.965815033783784,"Bryophytes","Bryophytes"
"Bry_826",2834,148,0.940160472972973,"Bryophytes","Bryophytes"
"Bry_831",1099,50.5,0.976794763513513,"Bryophytes","Bryophytes"
"Bry_827",1649,102,0.965181587837838,"Bryophytes","Bryophytes"
"Bry_843",430,21,0.990920608108108,"Bryophytes","Bryophytes"
"Bry_845",6023,301,0.872825168918919,"Bryophytes","Bryophytes"
"Bry_859",853,37.5,0.98198902027027,"Bryophytes","Bryophytes"
"Bry_854",401,20,0.991532939189189,"Bryophytes","Bryophytes"
"Bry_853",70,7.8,0.998521959459459,"Bryophytes","Bryophytes"
"Bry_846",54,7,0.998859797297297,"Bryophytes","Bryophytes"
"Bry_858",1074,49,0.977322635135135,"Bryophytes","Bryophytes"
"Bry_867",3630,147.5,0.923353040540541,"Bryophytes","Bryophytes"
"Bry_872",3364,132.5,0.928969594594595,"Bryophytes","Bryophytes"
"Bry_873",312,17.2,0.993412162162162,"Bryophytes","Bryophytes"
"Bry_869",484,24,0.989780405405405,"Bryophytes","Bryophytes"
"Bry_874",808,42.5,0.982939189189189,"Bryophytes","Bryophytes"
"Bry_882",189,8.60000000000001,0.996009290540541,"Bryophytes","Bryophytes"
"Bry_888",726,30,0.984670608108108,"Bryophytes","Bryophytes"
"Bry_889",127,5,0.997318412162162,"Bryophytes","Bryophytes"
"Bry_887",444,22.6,0.990625,"Bryophytes","Bryophytes"
"Bry_890",112,8,0.997635135135135,"Bryophytes","Bryophytes"
"Bry_885",1064,47,0.977533783783784,"Bryophytes","Bryophytes"
"Bry_892",2463,154.5,0.947994087837838,"Bryophytes","Bryophytes"
"Bry_900",274,17.6,0.994214527027027,"Bryophytes","Bryophytes"
"Bry_901",1823,80,0.961507601351351,"Bryophytes","Bryophytes"
"Bry_904",11,2,0.999767736486487,"Bryophytes","Bryophytes"
"Bry_902",967,45,0.979581925675676,"Bryophytes","Bryophytes"
"Bry_920",432,22.6,0.990878378378378,"Bryophytes","Bryophytes"
"Bry_938",264,12,0.994425675675676,"Bryophytes","Bryophytes"
"Bry_927",1012,44.5,0.978631756756757,"Bryophytes","Bryophytes"
"Bry_930",760,32.4,0.983952702702703,"Bryophytes","Bryophytes"
"Bry_939",2039,93.5,0.956946790540541,"Bryophytes","Bryophytes"
"Bry_943",911,43,0.980764358108108,"Bryophytes","Bryophytes"
"Bry_932",96,6.8,0.997972972972973,"Bryophytes","Bryophytes"
"Bry_947",611,28.5,0.987098817567568,"Bryophytes","Bryophytes"
"Bry_951",52,3.8,0.998902027027027,"Bryophytes","Bryophytes"
"Bry_956",299,13.6,0.993686655405405,"Bryophytes","Bryophytes"
"Bry_952",106,5.7,0.997761824324324,"Bryophytes","Bryophytes"
"Bry_944",329,15.3,0.993053209459459,"Bryophytes","Bryophytes"
"Bry_949",52,4,0.998902027027027,"Bryophytes","Bryophytes"
"Bry_950",37,4.2,0.99921875,"Bryophytes","Bryophytes"
"Bry_4",9041,372.5,0.809100506756757,"Bryophytes","Bryophytes"
"Bry_844",2954,167.7,0.937626689189189,"Bryophytes","Bryophytes"
"Bry_7",637,29.4,0.986549831081081,"Bryophytes","Bryophytes"
"Bry_22",923,38,0.98051097972973,"Bryophytes","Bryophytes"
"Bry_27",263,14,0.994446790540541,"Bryophytes","Bryophytes"
"Bry_35",416,25.2,0.991216216216216,"Bryophytes","Bryophytes"
"Bry_34",129,6.8,0.997276182432432,"Bryophytes","Bryophytes"
"Bry_33",1030,42.5,0.978251689189189,"Bryophytes","Bryophytes"
"Bry_40",6417,260,0.864505912162162,"Bryophytes","Bryophytes"
"Bry_41",2207,85.5,0.953399493243243,"Bryophytes","Bryophytes"
"Bry_45",4868,218.5,0.897212837837838,"Bryophytes","Bryophytes"
"Bry_48",2308,105,0.951266891891892,"Bryophytes","Bryophytes"
"Bry_57",1920,102.4,0.959459459459459,"Bryophytes","Bryophytes"
"Bry_54",1688,69,0.964358108108108,"Bryophytes","Bryophytes"
"Bry_51",1922,93.5,0.95941722972973,"Bryophytes","Bryophytes"
"Bry_56",609,28.8,0.987141047297297,"Bryophytes","Bryophytes"
"Bry_61",1301,68,0.972529560810811,"Bryophytes","Bryophytes"
"Bry_65",195,9,0.995882601351351,"Bryophytes","Bryophytes"
"Bry_66",681,26,0.985620777027027,"Bryophytes","Bryophytes"
"Bry_69",599,27.2,0.987352195945946,"Bryophytes","Bryophytes"
"Bry_63",1570,71.6,0.966849662162162,"Bryophytes","Bryophytes"
"Bry_80",2866,123,0.939484797297297,"Bryophytes","Bryophytes"
"Bry_78",582,27.4,0.987711148648649,"Bryophytes","Bryophytes"
"Bry_72",2441,106,0.948458614864865,"Bryophytes","Bryophytes"
"Bry_77",1460,69,0.969172297297297,"Bryophytes","Bryophytes"
"Bry_81",12197,516.5,0.742461993243243,"Bryophytes","Bryophytes"
"Bry_85",774,38.8,0.983657094594595,"Bryophytes","Bryophytes"
"Bry_1054",4696,227,0.900844594594595,"Bryophytes","Bryophytes"
"Bry_94",8741,397.5,0.815434966216216,"Bryophytes","Bryophytes"
"Bry_90",4841,235.5,0.897782939189189,"Bryophytes","Bryophytes"
"Bry_106",17,2,0.999641047297297,"Bryophytes","Bryophytes"
"Bry_112",142,7,0.997001689189189,"Bryophytes","Bryophytes"
"Bry_115",2626,124.5,0.944552364864865,"Bryophytes","Bryophytes"
"Bry_113",2418,97,0.948944256756757,"Bryophytes","Bryophytes"
"Bry_110",689,30.6,0.985451858108108,"Bryophytes","Bryophytes"
"Bry_107",803,45,0.983044763513514,"Bryophytes","Bryophytes"
"Bry_129",626,25.5,0.986782094594595,"Bryophytes","Bryophytes"
"Bry_126",1790,75.5,0.962204391891892,"Bryophytes","Bryophytes"
"Bry_128",5545,237.5,0.882918074324324,"Bryophytes","Bryophytes"
"Bry_137",590,26.6,0.98754222972973,"Bryophytes","Bryophytes"
"Bry_141",4539,218.5,0.904159628378378,"Bryophytes","Bryophytes"
"Bry_139",2216,86.5,0.953209459459459,"Bryophytes","Bryophytes"
"Bry_151",6828,279.5,0.855827702702703,"Bryophytes","Bryophytes"
"Bry_145",27,3,0.999429898648649,"Bryophytes","Bryophytes"
"Bry_153",583,29.8,0.987690033783784,"Bryophytes","Bryophytes"
"Bry_158",1078,48.8,0.977238175675676,"Bryophytes","Bryophytes"
"Bry_157",1815,78.5,0.96167652027027,"Bryophytes","Bryophytes"
"Bry_166",3371,132.5,0.928821790540541,"Bryophytes","Bryophytes"
"Bry_166.3",1264,67.4,0.973310810810811,"Bryophytes","Bryophytes"
"Bry_180",1570,76,0.966849662162162,"Bryophytes","Bryophytes"
"Bry_184",5671,222,0.880257601351351,"Bryophytes","Bryophytes"
"Bry_186",816,43.2,0.98277027027027,"Bryophytes","Bryophytes"
"Bry_187",723,40,0.984733952702703,"Bryophytes","Bryophytes"
"Bry_193",5172,217,0.890793918918919,"Bryophytes","Bryophytes"
"Bry_191",226,12.1,0.995228040540541,"Bryophytes","Bryophytes"
"Bry_189",2156,105.5,0.954476351351351,"Bryophytes","Bryophytes"
"Bry_203",1604,73.5,0.966131756756757,"Bryophytes","Bryophytes"
"Bry_194",48,4,0.998986486486486,"Bryophytes","Bryophytes"
"Bry_207",108,5,0.997719594594595,"Bryophytes","Bryophytes"
"Bry_206",7230,262,0.847339527027027,"Bryophytes","Bryophytes"
"Bry_217",326,15.8,0.993116554054054,"Bryophytes","Bryophytes"
"Bry_210",692,38,0.985388513513514,"Bryophytes","Bryophytes"
"Bry_218",9,1.3,0.999809966216216,"Bryophytes","Bryophytes"
"Bry_228",458,22.7,0.990329391891892,"Bryophytes","Bryophytes"
"Bry_216",794,39,0.983234797297297,"Bryophytes","Bryophytes"
"Bry_222",661,30.4,0.986043074324324,"Bryophytes","Bryophytes"
"Bry_224",324,15.6,0.993158783783784,"Bryophytes","Bryophytes"
"Bry_226",963,48.5,0.979666385135135,"Bryophytes","Bryophytes"
"Bry_239",451,24.5,0.990477195945946,"Bryophytes","Bryophytes"
"Bry_245",5237,254,0.889421452702703,"Bryophytes","Bryophytes"
"Bry_233",1222,55,0.974197635135135,"Bryophytes","Bryophytes"
"Bry_249",12429,520,0.737563344594595,"Bryophytes","Bryophytes"
"Bry_248",673,27,0.985789695945946,"Bryophytes","Bryophytes"
"Bry_251",2518,115.5,0.94683277027027,"Bryophytes","Bryophytes"
"Bry_256",4672,204.5,0.901351351351351,"Bryophytes","Bryophytes"
"Bry_255",4066,182,0.914146959459459,"Bryophytes","Bryophytes"
"Bry_257",1623,66.5,0.965730574324324,"Bryophytes","Bryophytes"
"Bry_4142",3191,137.5,0.932622466216216,"Bryophytes","Bryophytes"
"Bry_262",1761,70.2,0.962816722972973,"Bryophytes","Bryophytes"
"Bry_276",1577,72,0.966701858108108,"Bryophytes","Bryophytes"
"Bry_269",423,19.2,0.991068412162162,"Bryophytes","Bryophytes"
"Bry_266",899,49.6,0.981017736486486,"Bryophytes","Bryophytes"
"Bry_284",3222,156.5,0.931967905405405,"Bryophytes","Bryophytes"
"Bry_291",4003,188,0.915477195945946,"Bryophytes","Bryophytes"
"Bry_306",229,13,0.995164695945946,"Bryophytes","Bryophytes"
"Bry_302",125,10.2,0.997360641891892,"Bryophytes","Bryophytes"
"Bry_311",155,12.7,0.996727195945946,"Bryophytes","Bryophytes"
"Bry_331",1096,47.5,0.976858108108108,"Bryophytes","Bryophytes"
"Bry_312",5060,238,0.893158783783784,"Bryophytes","Bryophytes"
"Bry_335",1205,53,0.974556587837838,"Bryophytes","Bryophytes"
"Bry_333",1162,53,0.975464527027027,"Bryophytes","Bryophytes"
"Bry_340",551,30,0.988365709459459,"Bryophytes","Bryophytes"
"Bry_336",260,16.2,0.994510135135135,"Bryophytes","Bryophytes"
"Bry_348",908,39.1,0.980827702702703,"Bryophytes","Bryophytes"
"Bry_346",2894,118,0.938893581081081,"Bryophytes","Bryophytes"
"Bry_347",145,9,0.996938344594595,"Bryophytes","Bryophytes"
"Bry_351",14914,590,0.685092905405405,"Bryophytes","Bryophytes"
"Bry_350",114,8.4,0.997592905405405,"Bryophytes","Bryophytes"
"Bry_4143",12288,498,0.740540540540541,"Bryophytes","Bryophytes"
"Bry_351.8",2199,97.5,0.953568412162162,"Bryophytes","Bryophytes"
"Bry_357",3547,138,0.925105574324324,"Bryophytes","Bryophytes"
"Bry_374",1134,46.5,0.976055743243243,"Bryophytes","Bryophytes"
"Bry_365",463,20,0.990223817567568,"Bryophytes","Bryophytes"
"Bry_368",127,6,0.997318412162162,"Bryophytes","Bryophytes"
"Bry_373",718,34.5,0.984839527027027,"Bryophytes","Bryophytes"
"Bry_361",167,12.7,0.996473817567568,"Bryophytes","Bryophytes"
"Bry_366",1753,79,0.962985641891892,"Bryophytes","Bryophytes"
"Bry_363",2040,79.5,0.956925675675676,"Bryophytes","Bryophytes"
"Bry_362",4740,188.5,0.899915540540541,"Bryophytes","Bryophytes"
"Bry_382",8269,339,0.825401182432432,"Bryophytes","Bryophytes"
"Bry_379",1287,47,0.972825168918919,"Bryophytes","Bryophytes"
"Bry_389",3623,131.5,0.923500844594595,"Bryophytes","Bryophytes"
"Bry_414",6422,368,0.864400337837838,"Bryophytes","Bryophytes"
"Bry_411",2833,106,0.940181587837838,"Bryophytes","Bryophytes"
"Bry_415",2033,99,0.95707347972973,"Bryophytes","Bryophytes"
"Bry_402",1006,43,0.978758445945946,"Bryophytes","Bryophytes"
"Bry_4446",1238,54.5,0.973859797297297,"Bryophytes","Bryophytes"
"Bry_438",63,4.5,0.998669763513514,"Bryophytes","Bryophytes"
"Bry_449",1221,42,0.97421875,"Bryophytes","Bryophytes"
"Bry_439",1636,74.2,0.965456081081081,"Bryophytes","Bryophytes"
"Bry_435",89,5.2,0.998120777027027,"Bryophytes","Bryophytes"
"Bry_429",517,49,0.989083614864865,"Bryophytes","Bryophytes"
"Bry_459",2696,110.5,0.943074324324324,"Bryophytes","Bryophytes"
"Bry_463",3366,119,0.928927364864865,"Bryophytes","Bryophytes"
"Bry_417",5344,273,0.887162162162162,"Bryophytes","Bryophytes"
"Bry_451",100,5,0.997888513513513,"Bryophytes","Bryophytes"
"Bry_465",1015,48.5,0.978568412162162,"Bryophytes","Bryophytes"
"Bry_458",1869,69.5,0.960536317567568,"Bryophytes","Bryophytes"
"Bry_456",1538,65,0.967525337837838,"Bryophytes","Bryophytes"
"Bry_482",3542,146,0.925211148648649,"Bryophytes","Bryophytes"
"Bry_483",5353,209.5,0.886972128378378,"Bryophytes","Bryophytes"
"Bry_467",70,4.3,0.998521959459459,"Bryophytes","Bryophytes"
"Bry_462",213,15.1,0.995502533783784,"Bryophytes","Bryophytes"
"Bry_470",1459,77.5,0.969193412162162,"Bryophytes","Bryophytes"
"Bry_475",2075,77,0.956186655405405,"Bryophytes","Bryophytes"
"Bry_489",1022,44,0.978420608108108,"Bryophytes","Bryophytes"
"Bry_474",48,3,0.998986486486486,"Bryophytes","Bryophytes"
"Bry_479",1578,78,0.966680743243243,"Bryophytes","Bryophytes"
"Bry_480",430,22.6,0.990920608108108,"Bryophytes","Bryophytes"
"Bry_501",1766,86.5,0.962711148648649,"Bryophytes","Bryophytes"
"Bry_1781",486,25.9,0.989738175675676,"Bryophytes","Bryophytes"
"Bry_488",1892,77,0.960050675675676,"Bryophytes","Bryophytes"
"Bry_507",7808,287,0.835135135135135,"Bryophytes","Bryophytes"
"Bry_514",515,27,0.989125844594595,"Bryophytes","Bryophytes"
"Bry_503",665,35,0.985958614864865,"Bryophytes","Bryophytes"
"Bry_519",1694,78.5,0.964231418918919,"Bryophytes","Bryophytes"
"Bry_520",666,34.6,0.9859375,"Bryophytes","Bryophytes"
"Bry_512",144,11,0.996959459459459,"Bryophytes","Bryophytes"
"Bry_517",113,5.4,0.99761402027027,"Bryophytes","Bryophytes"
"Bry_531",1820,90,0.961570945945946,"Bryophytes","Bryophytes"
"Bry_525",1447,68.5,0.969446790540541,"Bryophytes","Bryophytes"
"Bry_524",1493,68.5,0.968475506756757,"Bryophytes","Bryophytes"
"Bry_524.3",1185,57.3,0.974978885135135,"Bryophytes","Bryophytes"
"Bry_532",2449,100.5,0.948289695945946,"Bryophytes","Bryophytes"
"Bry_533",9568,383.5,0.797972972972973,"Bryophytes","Bryophytes"
"Bry_548",177,10,0.996262668918919,"Bryophytes","Bryophytes"
"Bry_556",994,53.4,0.979011824324324,"Bryophytes","Bryophytes"
"Bry_551",24,2.5,0.999493243243243,"Bryophytes","Bryophytes"
"Bry_554",510,22.2,0.989231418918919,"Bryophytes","Bryophytes"
"Bry_557",1360,62.3,0.971283783783784,"Bryophytes","Bryophytes"
"Bry_564",1768,77,0.962668918918919,"Bryophytes","Bryophytes"
"Bry_571",2156,98,0.954476351351351,"Bryophytes","Bryophytes"
"Bry_568",2079,103.5,0.956102195945946,"Bryophytes","Bryophytes"
"Bry_567",1425,71.8,0.969911317567568,"Bryophytes","Bryophytes"
"Bry_566",2685,104.5,0.943306587837838,"Bryophytes","Bryophytes"
"Bry_574",253,18.4,0.994657939189189,"Bryophytes","Bryophytes"
"Bry_562",388,21.2,0.991807432432432,"Bryophytes","Bryophytes"
"Bry_570",525,27.4,0.988914695945946,"Bryophytes","Bryophytes"
"Bry_560",106,6,0.997761824324324,"Bryophytes","Bryophytes"
"Bry_576",25,3.4,0.999472128378378,"Bryophytes","Bryophytes"
"Bry_1755",2454,102.8,0.948184121621622,"Bryophytes","Bryophytes"
"Bry_1353",202,9.7,0.995734797297297,"Bryophytes","Bryophytes"
"Bry_599",5969,231.5,0.873965371621622,"Bryophytes","Bryophytes"
"Bry_582",109,9.20000000000001,0.99769847972973,"Bryophytes","Bryophytes"
"Bry_595",411,20.6,0.991321790540541,"Bryophytes","Bryophytes"
"Bry_610",2687,125,0.943264358108108,"Bryophytes","Bryophytes"
"Bry_614",6527,292,0.862183277027027,"Bryophytes","Bryophytes"
"Bry_624",1188,62,0.974915540540541,"Bryophytes","Bryophytes"
"Bry_4453",526,21.5,0.988893581081081,"Bryophytes","Bryophytes"
"Bry_637",2239,138.5,0.952723817567568,"Bryophytes","Bryophytes"
"Bry_627",1378,65.6,0.970903716216216,"Bryophytes","Bryophytes"
"Bry_625",952,42,0.979898648648649,"Bryophytes","Bryophytes"
"Bry_1758",2247,109.5,0.952554898648649,"Bryophytes","Bryophytes"
"Bry_653",2731,134.5,0.942335304054054,"Bryophytes","Bryophytes"
"Bry_1055",1461,73.5,0.969151182432432,"Bryophytes","Bryophytes"
"Bry_650",1271,77,0.973163006756757,"Bryophytes","Bryophytes"
"Bry_1005",269,12,0.994320101351351,"Bryophytes","Bryophytes"
"Bry_642",555,21.2,0.98828125,"Bryophytes","Bryophytes"
"Bry_676",3,1,0.999936655405405,"Bryophytes","Bryophytes"
"Bry_667",704,37,0.985135135135135,"Bryophytes","Bryophytes"
"Bry_674",1323,71.5,0.972065033783784,"Bryophytes","Bryophytes"
"Bry_640",422,19.7,0.991089527027027,"Bryophytes","Bryophytes"
"Bry_653.3",304,13,0.993581081081081,"Bryophytes","Bryophytes"
"Bry_1000",159,9,0.996642736486486,"Bryophytes","Bryophytes"
"Bry_84",1330,51.5,0.97191722972973,"Bryophytes","Bryophytes"
"Bry_1059",108,5.4,0.997719594594595,"Bryophytes","Bryophytes"
"Bry_620",478,19,0.989907094594595,"Bryophytes","Bryophytes"
"Bry_468",253,12,0.994657939189189,"Bryophytes","Bryophytes"
"Bry_661",714,26,0.984923986486486,"Bryophytes","Bryophytes"
"Bry_25",640,32,0.986486486486487,"Bryophytes","Bryophytes"
"Bry_1813",900,45,0.980996621621622,"Bryophytes","Bryophytes"
"Bry_201",432,18.6,0.990878378378378,"Bryophytes","Bryophytes"
"Bry_741",196,9.2,0.995861486486487,"Bryophytes","Bryophytes"
"Bry_71",61,4,0.998711993243243,"Bryophytes","Bryophytes"
"Bry_819",252,11,0.994679054054054,"Bryophytes","Bryophytes"
"Bry_530",181,9.8,0.996178209459459,"Bryophytes","Bryophytes"
"Bry_918",761,36.8,0.983931587837838,"Bryophytes","Bryophytes"
"Bry_868",2928,139.5,0.938175675675676,"Bryophytes","Bryophytes"
"Bry_418",1577,109,0.966701858108108,"Bryophytes","Bryophytes"
"Bry_537",113,6,0.99761402027027,"Bryophytes","Bryophytes"
"Bry_26",532,23.5,0.988766891891892,"Bryophytes","Bryophytes"
